candidate_id,horizon_frames,outcome,n_rows,n_valid,n_signal,n_signal_valid,episodes,symbol_coverage,share_of_valid_rows,base_p_outcome,n_matched,ctrl_p_outcome,control_draws,p_up,p_down,p_outcome,mean_fwd_ticks,median_fwd_ticks,mfe,mae,median_t_favourable_s,median_t_adverse_s,lift_vs_base_pp,matched_lift_pp,matched_lift_sd,ctrl_mean_ticks,ticks_vs_ctrl,family,logic,formula,truth_class,status,reason
TLPI_l0.25,2,up,4257,3560,2164,2047,205,14,0.575,0.16826,1375,0.15662,20,0.19932,0.19785,0.19932,0.02467,0.0,0.17416,-0.13605,82.31661,81.59445,3.10616,4.27018,0.96116,-0.33078,0.35545,tlpi,TLPI(0.25) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,WEAK,matched lift +4.27pp — inside ±5pp of its control
TLPI_l0.25,4,up,4257,3533,2164,2016,205,14,0.57062,0.24455,1366,0.23799,20,0.2872,0.29762,0.2872,0.01612,0.0,0.47842,-0.44221,110.23954,110.17982,4.26486,4.92059,0.76776,-0.49107,0.50719,tlpi,TLPI(0.25) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,WEAK,matched lift +4.92pp — inside ±5pp of its control
TLPI_l0.25,8,up,4257,3529,2164,2022,205,14,0.57297,0.29498,1376,0.24273,20,0.34273,0.36251,0.34273,0.00593,0.0,0.91889,-0.8912,142.64263,144.40663,4.77456,9.99974,0.60345,-1.00867,1.0146,tlpi,TLPI(0.25) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +10.00pp on 205 episodes
TLPI_l0.25_rank,2,up,4257,3560,2061,1947,204,14,0.54691,0.16826,1365,0.16333,20,0.19877,0.19825,0.19877,0.0036,0.0,0.15074,-0.14818,82.13028,81.99189,3.05116,3.54367,0.73085,-0.27529,0.27889,tlpi_rank_ablation,rank-decayed twin of TLPI(0.25) > 0.2,,INFERRED,WEAK,matched lift +3.54pp — inside ±5pp of its control
TLPI_l0.25_rank,4,up,4257,3533,2061,1915,204,14,0.54203,0.24455,1338,0.25605,20,0.28355,0.29817,0.28355,-0.00888,0.0,0.44491,-0.44413,110.26768,112.02882,3.89986,2.74962,0.90936,-0.42704,0.41816,tlpi_rank_ablation,rank-decayed twin of TLPI(0.25) > 0.2,,INFERRED,WEAK,matched lift +2.75pp — inside ±5pp of its control
TLPI_l0.25_rank,8,up,4257,3529,2061,1919,204,14,0.54378,0.29498,1345,0.25509,20,0.33872,0.36373,0.33872,-0.01068,0.0,0.889,-0.88979,142.02971,147.82918,4.37356,8.36271,0.91756,-0.8802,0.86952,tlpi_rank_ablation,rank-decayed twin of TLPI(0.25) > 0.2,,INFERRED,PROMISING,matched lift +8.36pp on 204 episodes
TLPI_l0.5,2,up,4257,3560,2252,2136,237,14,0.6,0.16826,1623,0.12455,20,0.19991,0.17931,0.19991,0.05454,0.0,0.18446,-0.10323,79.81036,81.59445,3.16516,7.53567,0.8399,-0.59777,0.65231,tlpi,TLPI(0.5) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +7.54pp on 237 episodes
TLPI_l0.5,4,up,4257,3533,2252,2110,237,14,0.59723,0.24455,1603,0.17598,20,0.29052,0.27204,0.29052,0.06872,0.0,0.47796,-0.37417,110.18956,111.26221,4.59686,11.45375,0.79269,-0.86216,0.93088,tlpi,TLPI(0.5) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +11.45pp on 237 episodes
TLPI_l0.5,8,up,4257,3529,2252,2121,237,14,0.60102,0.29498,1616,0.18926,20,0.33993,0.34465,0.33993,0.04455,0.0,0.88967,-0.78784,143.15176,150.42438,4.49456,15.06664,0.84521,-1.35196,1.39651,tlpi,TLPI(0.5) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +15.07pp on 237 episodes
TLPI_l0.5_rank,2,up,4257,3560,2130,2019,237,14,0.56713,0.16826,1588,0.13297,20,0.20059,0.1788,0.20059,0.05275,0.0,0.18004,-0.10451,79.81036,81.22557,3.23316,6.7624,0.61777,-0.50806,0.56081,tlpi_rank_ablation,rank-decayed twin of TLPI(0.5) > 0.2,,INFERRED,PROMISING,matched lift +6.76pp on 237 episodes
TLPI_l0.5_rank,4,up,4257,3533,2130,1990,237,14,0.56326,0.24455,1562,0.18915,20,0.29095,0.27186,0.29095,0.05704,0.0,0.46407,-0.36709,109.6552,111.31496,4.63986,10.18015,0.84996,-0.68916,0.7462,tlpi_rank_ablation,rank-decayed twin of TLPI(0.5) > 0.2,,INFERRED,PROMISING,matched lift +10.18pp on 237 episodes
TLPI_l0.5_rank,8,up,4257,3529,2130,1996,237,14,0.5656,0.29498,1568,0.19974,20,0.33968,0.34168,0.33968,0.03908,0.0,0.87976,-0.77806,142.2663,150.48181,4.46956,13.99351,0.69973,-1.09011,1.12919,tlpi_rank_ablation,rank-decayed twin of TLPI(0.5) > 0.2,,INFERRED,PROMISING,matched lift +13.99pp on 237 episodes
TLPI_l1,2,up,4257,3560,2099,1987,262,14,0.55815,0.16826,1788,0.10294,20,0.20584,0.16054,0.20584,0.09311,0.0,0.20659,-0.06517,80.44915,81.3573,3.75816,10.29038,0.62871,-0.47016,0.56327,tlpi,TLPI(1) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +10.29pp on 262 episodes
TLPI_l1,4,up,4257,3533,2099,1962,262,14,0.55534,0.24455,1767,0.1474,20,0.3002,0.24669,0.3002,0.11035,0.0,0.49134,-0.3104,110.20928,112.76111,5.56486,15.28033,0.55737,-0.61978,0.73013,tlpi,TLPI(1) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +15.28pp on 262 episodes
TLPI_l1,8,up,4257,3529,2099,1973,262,14,0.55908,0.29498,1776,0.19178,20,0.34769,0.32083,0.34769,0.08033,0.0,0.88039,-0.70096,141.79311,162.79934,5.27056,15.59107,0.58355,-0.86636,0.94669,tlpi,TLPI(1) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +15.59pp on 262 episodes
TLPI_l1_rank,2,up,4257,3560,2027,1917,253,14,0.53848,0.16826,1740,0.11503,20,0.19927,0.16067,0.19927,0.07564,0.0,0.18701,-0.07538,80.44686,81.03234,3.10116,8.42413,0.79575,-0.45769,0.53333,tlpi_rank_ablation,rank-decayed twin of TLPI(1) > 0.2,,INFERRED,PROMISING,matched lift +8.42pp on 253 episodes
TLPI_l1_rank,4,up,4257,3533,2027,1893,253,14,0.53581,0.24455,1720,0.15358,20,0.29424,0.24723,0.29424,0.09905,0.0,0.47227,-0.31352,110.29121,112.76111,4.96886,14.06644,0.69698,-0.61388,0.71293,tlpi_rank_ablation,rank-decayed twin of TLPI(1) > 0.2,,INFERRED,PROMISING,matched lift +14.07pp on 253 episodes
TLPI_l1_rank,8,up,4257,3529,2027,1903,253,14,0.53925,0.29498,1728,0.18437,20,0.34419,0.32055,0.34419,0.06017,0.0,0.86311,-0.70809,143.62224,162.79934,4.92056,15.9815,0.65886,-0.87653,0.9367,tlpi_rank_ablation,rank-decayed twin of TLPI(1) > 0.2,,INFERRED,PROMISING,matched lift +15.98pp on 253 episodes
TLPI_l2,2,up,4257,3560,1891,1792,294,14,0.50337,0.16826,1723,0.11526,20,0.21708,0.15346,0.21708,0.07868,0.0,0.19252,-0.07115,82.31661,79.72187,4.88216,10.18159,0.47203,-0.3483,0.42698,tlpi,TLPI(2) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +10.18pp on 294 episodes
TLPI_l2,4,up,4257,3533,1891,1762,294,14,0.49873,0.24455,1695,0.17088,20,0.31271,0.23893,0.31271,0.08939,0.0,0.4651,-0.31413,109.47389,114.20932,6.81586,14.1825,0.75268,-0.46513,0.55452,tlpi,TLPI(2) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +14.18pp on 294 episodes
TLPI_l2,8,up,4257,3529,1891,1775,294,14,0.50298,0.29498,1701,0.23471,20,0.3538,0.31606,0.3538,-0.00479,0.0,0.8293,-0.72338,134.93665,163.53835,5.88156,11.90851,0.77287,-0.59877,0.59398,tlpi,TLPI(2) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +11.91pp on 294 episodes
TLPI_l2_rank,2,up,4257,3560,1857,1755,292,14,0.49298,0.16826,1686,0.1194,20,0.21481,0.15328,0.21481,0.07521,0.0,0.1906,-0.07436,81.80428,77.56429,4.65516,9.5415,0.73481,-0.33843,0.41364,tlpi_rank_ablation,rank-decayed twin of TLPI(2) > 0.2,,INFERRED,PROMISING,matched lift +9.54pp on 292 episodes
TLPI_l2_rank,4,up,4257,3533,1857,1728,292,14,0.4891,0.24455,1661,0.17128,20,0.30961,0.24016,0.30961,0.08102,0.0,0.46267,-0.32002,109.20054,115.00109,6.50586,13.83276,0.89884,-0.44694,0.52796,tlpi_rank_ablation,rank-decayed twin of TLPI(2) > 0.2,,INFERRED,PROMISING,matched lift +13.83pp on 292 episodes
TLPI_l2_rank,8,up,4257,3529,1857,1741,292,14,0.49334,0.29498,1667,0.22693,20,0.35382,0.31361,0.35382,-0.01235,0.0,0.82625,-0.73406,135.73225,163.52287,5.88356,12.68854,0.57837,-0.58889,0.57654,tlpi_rank_ablation,rank-decayed twin of TLPI(2) > 0.2,,INFERRED,PROMISING,matched lift +12.69pp on 292 episodes
TLPI_l4,2,up,4257,3560,1782,1682,309,14,0.47247,0.16826,1624,0.12223,20,0.22235,0.14685,0.22235,0.09661,0.0,0.21136,-0.06272,80.68009,79.72187,5.40916,10.01209,0.66335,-0.26689,0.3635,tlpi,TLPI(4) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +10.01pp on 309 episodes
TLPI_l4,4,up,4257,3533,1782,1660,309,14,0.46986,0.24455,1604,0.18251,20,0.32349,0.23133,0.32349,0.12741,0.0,0.5012,-0.29699,109.87805,115.53634,7.89386,14.09775,0.95708,-0.39531,0.52272,tlpi,TLPI(4) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +14.10pp on 309 episodes
TLPI_l4,8,up,4257,3529,1782,1672,309,14,0.47379,0.29498,1602,0.23995,20,0.36184,0.3122,0.36184,0.00389,0.0,0.86453,-0.72638,135.33445,169.39893,6.68556,12.18899,1.12768,-0.52085,0.52474,tlpi,TLPI(4) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +12.19pp on 309 episodes
TLPI_l4_rank,2,up,4257,3560,1771,1671,310,14,0.46938,0.16826,1613,0.12402,20,0.22322,0.14722,0.22322,0.09635,0.0,0.21155,-0.06314,80.02505,78.64308,5.49616,9.91964,0.65347,-0.27367,0.37002,tlpi_rank_ablation,rank-decayed twin of TLPI(4) > 0.2,,INFERRED,PROMISING,matched lift +9.92pp on 310 episodes
TLPI_l4_rank,4,up,4257,3533,1771,1649,310,14,0.46674,0.24455,1593,0.17734,20,0.32444,0.23105,0.32444,0.12674,0.0,0.50243,-0.29867,109.64872,115.00109,7.98886,14.71016,0.85601,-0.41492,0.54166,tlpi_rank_ablation,rank-decayed twin of TLPI(4) > 0.2,,INFERRED,PROMISING,matched lift +14.71pp on 310 episodes
TLPI_l4_rank,8,up,4257,3529,1771,1661,310,14,0.47067,0.29498,1591,0.23331,20,0.36303,0.31005,0.36303,0.00271,0.0,0.86815,-0.73058,134.67699,167.8876,6.80456,12.97176,1.15097,-0.53551,0.53822,tlpi_rank_ablation,rank-decayed twin of TLPI(4) > 0.2,,INFERRED,PROMISING,matched lift +12.97pp on 310 episodes
TLPI_l8,2,up,4257,3560,1756,1660,309,14,0.46629,0.16826,1605,0.11502,20,0.22289,0.14578,0.22289,0.09639,0.0,0.21024,-0.06325,81.33513,79.85243,5.46316,10.78744,0.5403,-0.30092,0.39731,tlpi,TLPI(8) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +10.79pp on 309 episodes
TLPI_l8,4,up,4257,3533,1756,1636,309,14,0.46306,0.24455,1583,0.16841,20,0.32274,0.228,0.32274,0.12775,0.0,0.49725,-0.29523,109.42587,115.53634,7.81886,15.43256,0.66489,-0.44348,0.57123,tlpi,TLPI(8) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +15.43pp on 309 episodes
TLPI_l8,8,up,4257,3529,1756,1650,309,14,0.46755,0.29498,1583,0.23035,20,0.35697,0.31273,0.35697,-0.01242,0.0,0.84091,-0.72394,133.97614,171.50024,6.19856,12.66162,0.64626,-0.55419,0.54177,tlpi,TLPI(8) > 0.2,Σq·exp(-λ·|p-mid|/tick) imbalance,INFERRED,PROMISING,matched lift +12.66pp on 309 episodes
TLPI_l8_rank,2,up,4257,3560,1756,1660,309,14,0.46629,0.16826,1605,0.11502,20,0.22289,0.14578,0.22289,0.09639,0.0,0.21024,-0.06325,81.33513,79.85243,5.46316,10.78744,0.5403,-0.30092,0.39731,tlpi_rank_ablation,rank-decayed twin of TLPI(8) > 0.2,,INFERRED,PROMISING,matched lift +10.79pp on 309 episodes
TLPI_l8_rank,4,up,4257,3533,1756,1636,309,14,0.46306,0.24455,1583,0.16841,20,0.32274,0.228,0.32274,0.12775,0.0,0.49725,-0.29523,109.42587,115.53634,7.81886,15.43256,0.66489,-0.44348,0.57123,tlpi_rank_ablation,rank-decayed twin of TLPI(8) > 0.2,,INFERRED,PROMISING,matched lift +15.43pp on 309 episodes
TLPI_l8_rank,8,up,4257,3529,1756,1650,309,14,0.46755,0.29498,1583,0.23035,20,0.35697,0.31273,0.35697,-0.01242,0.0,0.84091,-0.72394,133.97614,171.50024,6.19856,12.66162,0.64626,-0.55419,0.54177,tlpi_rank_ablation,rank-decayed twin of TLPI(8) > 0.2,,INFERRED,PROMISING,matched lift +12.66pp on 309 episodes
DYN_A_level,2,up,4257,3560,1793,1658,312,14,0.46573,0.16826,1612,0.11346,20,0.22437,0.14536,0.22437,0.10163,0.0,0.2117,-0.05881,81.33513,79.72187,5.61116,11.09085,0.78,-0.31208,0.41371,dynamics,P > 0.2,,INFERRED,PROMISING,matched lift +11.09pp on 312 episodes
DYN_A_level,4,up,4257,3533,1793,1634,312,14,0.4625,0.24455,1590,0.16538,20,0.32313,0.22705,0.32313,0.13464,0.0,0.49847,-0.28703,109.20054,115.30565,7.85786,15.77526,0.93786,-0.47604,0.61068,dynamics,P > 0.2,,INFERRED,PROMISING,matched lift +15.78pp on 312 episodes
DYN_A_level,8,up,4257,3529,1793,1648,312,14,0.46699,0.29498,1590,0.22858,20,0.3574,0.31189,0.3574,-0.01305,0.0,0.83708,-0.71693,133.78535,170.2342,6.24156,12.88151,1.00515,-0.57619,0.56314,dynamics,P > 0.2,,INFERRED,PROMISING,matched lift +12.88pp on 312 episodes
DYN_B_crossing,2,up,4257,3560,249,232,249,14,0.06517,0.16826,230,0.20261,20,0.18966,0.125,0.18966,0.12931,0.0,0.23707,-0.125,115.23706,100.46283,2.14016,-1.29487,2.03149,-0.0412,0.17051,dynamics,P crosses up through 0.2,,INFERRED,WEAK,matched lift -1.29pp — inside ±5pp of its control
DYN_B_crossing,4,up,4257,3533,249,231,249,14,0.06538,0.24455,228,0.27895,20,0.35498,0.22944,0.35498,0.25974,0.0,0.67965,-0.37879,128.87796,123.51198,11.04286,7.60326,2.02446,-0.11404,0.37378,dynamics,P crosses up through 0.2,,INFERRED,PROMISING,matched lift +7.60pp on 249 episodes
DYN_B_crossing,8,up,4257,3529,249,233,249,14,0.06602,0.29498,231,0.32424,20,0.35622,0.36481,0.35622,-0.00858,0.0,1.06867,-0.8927,150.65705,188.22628,6.12356,3.19776,2.62347,-0.29545,0.28687,dynamics,P crosses up through 0.2,,INFERRED,WEAK,matched lift +3.20pp — inside ±5pp of its control
DYN_C_level_vel,2,up,4257,3560,477,446,457,14,0.12528,0.16826,444,0.18615,20,0.17937,0.09417,0.17937,0.12556,0.0,0.21188,-0.08408,110.05936,104.66876,1.11116,-0.67786,1.44543,-0.06571,0.19127,dynamics,P > θ and V > 0,,INFERRED,WEAK,matched lift -0.68pp — inside ±5pp of its control
DYN_C_level_vel,4,up,4257,3533,477,442,457,14,0.12511,0.24455,439,0.24339,20,0.34389,0.18326,0.34389,0.25,0.0,0.56109,-0.27941,126.24987,125.92658,9.93386,10.04959,2.29852,-0.1635,0.4135,dynamics,P > θ and V > 0,,INFERRED,PROMISING,matched lift +10.05pp on 457 episodes
DYN_C_level_vel,8,up,4257,3529,477,445,457,14,0.1261,0.29498,443,0.29944,20,0.3618,0.30787,0.3618,0.03146,0.0,0.94944,-0.74944,150.55574,210.68798,6.68156,6.23643,1.99937,-0.23657,0.26803,dynamics,P > θ and V > 0,,INFERRED,PROMISING,matched lift +6.24pp on 457 episodes
DYN_D_level_vel_acc,2,up,4257,3560,451,422,444,14,0.11854,0.16826,420,0.18238,20,0.18483,0.09005,0.18483,0.14455,0.0,0.2263,-0.07464,110.05936,104.05161,1.65716,0.2449,1.79575,-0.08006,0.22461,dynamics,P > θ and V > 0 and A > 0,,INFERRED,WEAK,matched lift +0.24pp — inside ±5pp of its control
DYN_D_level_vel_acc,4,up,4257,3533,451,418,444,14,0.11831,0.24455,415,0.24952,20,0.34928,0.18421,0.34928,0.2512,0.0,0.56579,-0.27751,124.88533,126.3873,10.47286,9.97619,1.87218,-0.15211,0.40331,dynamics,P > θ and V > 0 and A > 0,,INFERRED,PROMISING,matched lift +9.98pp on 444 episodes
DYN_D_level_vel_acc,8,up,4257,3529,451,421,444,14,0.1193,0.29498,419,0.30048,20,0.37055,0.30641,0.37055,0.07245,0.0,0.96793,-0.72922,150.55172,206.05465,7.55656,7.00727,2.44361,-0.27399,0.34644,dynamics,P > θ and V > 0 and A > 0,,INFERRED,PROMISING,matched lift +7.01pp on 444 episodes
DYN_E_touch_not_deep,2,up,4257,3560,361,340,93,14,0.09551,0.16826,337,0.16662,20,0.18235,0.12647,0.18235,0.10147,0.0,0.17794,-0.02206,85.94365,72.0404,1.40916,1.57328,1.81464,-0.07589,0.17736,dynamics,L1 > θ while |top5| ≤ θ (touch only),,INFERRED,WEAK,matched lift +1.57pp — inside ±5pp of its control
DYN_E_touch_not_deep,4,up,4257,3533,361,345,93,14,0.09765,0.24455,342,0.24737,20,0.29565,0.24348,0.29565,0.12174,0.0,0.44783,-0.22319,115.22552,121.76869,5.10986,4.82816,1.19396,-0.10658,0.22832,dynamics,L1 > θ while |top5| ≤ θ (touch only),,INFERRED,WEAK,matched lift +4.83pp — inside ±5pp of its control
DYN_E_touch_not_deep,8,up,4257,3529,361,348,93,14,0.09861,0.29498,345,0.31826,20,0.35057,0.33333,0.35057,-0.06466,0.0,0.71264,-0.66092,149.81825,183.90907,5.55856,3.23091,1.99846,-0.17399,0.10933,dynamics,L1 > θ while |top5| ≤ θ (touch only),,INFERRED,WEAK,matched lift +3.23pp — inside ±5pp of its control
DYN_F_l1_pos_top5_weak,2,up,4257,3560,175,160,55,14,0.04494,0.16826,154,0.19188,20,0.20625,0.18125,0.20625,0.14062,0.0,0.27187,-0.04688,93.17019,72.22972,3.79916,1.43669,3.09971,-0.07419,0.21481,dynamics,L1 > θ and top5 < 0,,INFERRED,WEAK,matched lift +1.44pp — inside ±5pp of its control
